date,n_stocks,n_days,pc1,pc1_5,lambda_max,mp_upper,n_signif,eff_rank
2020-09-30,100,254,0.6174102877052523,0.748303169945263,61.74102877052524,2.6486123976778924,3,2.578696758436816
2020-10-30,100,254,0.6183915176550638,0.7502204002511995,61.83915176550638,2.6486123976778924,3,2.5701036326300173
2020-11-30,100,252,0.6091976344264103,0.7495217913949729,60.91976344264102,2.656706973522821,3,2.6384931189360676
2020-12-31,100,254,0.600915787905236,0.7426499932166533,60.091578790523585,2.6486123976778924,3,2.708689137157394
2021-01-29,100,254,0.5894713056580639,0.7332829499965148,58.9471305658064,2.6486123976778924,3,2.810050111676585
2021-02-26,100,254,0.5847017613863634,0.7367871790482706,58.470176138636326,2.6486123976778924,3,2.8456796557482833
2021-03-31,100,253,0.4054055473639136,0.6148151611953323,40.54055473639136,2.65264614391991,3,5.433641802608482
2021-04-30,100,253,0.3459467201528033,0.5820864164680742,34.594672015280324,2.65264614391991,5,6.930208668327746
2021-05-31,100,252,0.3365068915534742,0.5736684183029466,33.65068915534742,2.656706973522821,5,7.243759377805712
2021-06-30,100,253,0.2842921472015617,0.5418563789751505,28.42921472015617,2.65264614391991,5,9.064010021557165
2021-07-30,100,253,0.2869034644425998,0.5415912932217734,28.69034644425998,2.65264614391991,5,9.052805577458654
2021-08-31,100,253,0.2950475959192893,0.5566280245698322,29.504759591928934,2.65264614391991,5,8.602754002654729
2021-09-30,100,253,0.2778827661549243,0.5513470716389118,27.788276615492425,2.65264614391991,5,9.21561135012561
2021-10-29,100,253,0.2590475175665425,0.5393239050492526,25.90475175665426,2.65264614391991,5,9.969029872795971
2021-11-30,100,253,0.2584635290830739,0.501224102375761,25.84635290830739,2.65264614391991,5,10.92741348298985
2021-12-31,100,253,0.2716033293086934,0.5147376835168835,27.16033293086936,2.65264614391991,4,10.241687732754748
2022-01-31,100,253,0.2646008966853281,0.5163684692133532,26.46008966853281,2.65264614391991,5,10.375675382894842
2022-02-28,100,253,0.278103684162041,0.5231780076921936,27.8103684162041,2.65264614391991,4,9.725864232817123
2022-03-31,100,254,0.3002762182711356,0.5266464122099453,30.027621827113556,2.6486123976778924,4,9.003555042502558
